"REF_DATE","GEO","DGUID","Statistic","Age of reference person","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Shelter","Dollars","81","units","0","v54531215","1.1.6.6","13250","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Shelter","Dollars","81","units","0","v54531215","1.1.6.6","13975","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Principal accommodation","Dollars","81","units","0","v54531216","1.1.6.7","10806","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Principal accommodation","Dollars","81","units","0","v54531216","1.1.6.7","11254","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Principal accommodation","Dollars","81","units","0","v54531216","1.1.6.7","11661","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Principal accommodation","Dollars","81","units","0","v54531216","1.1.6.7","12269","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Rented living quarters","Dollars","81","units","0","v54531217","1.1.6.8","3301","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Rented living quarters","Dollars","81","units","0","v54531217","1.1.6.8","3296","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Rented living quarters","Dollars","81","units","0","v54531217","1.1.6.8","3399","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Rented living quarters","Dollars","81","units","0","v54531217","1.1.6.8","3087","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Owned living quarters","Dollars","81","units","0","v54531218","1.1.6.9","5280","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Owned living quarters","Dollars","81","units","0","v54531218","1.1.6.9","5659","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Owned living quarters","Dollars","81","units","0","v54531218","1.1.6.9","5995","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Owned living quarters","Dollars","81","units","0","v54531218","1.1.6.9","6772","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531219","1.1.6.10","2226","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531219","1.1.6.10","2298","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531219","1.1.6.10","2266","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531219","1.1.6.10","2410","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Other accommodation","Dollars","81","units","0","v54531220","1.1.6.11","1330","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Other accommodation","Dollars","81","units","0","v54531220","1.1.6.11","1404","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Other accommodation","Dollars","81","units","0","v54531220","1.1.6.11","1588","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Other accommodation","Dollars","81","units","0","v54531220","1.1.6.11","1706","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Household operations","Dollars","81","units","0","v54531221","1.1.6.12","3201","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Household operations","Dollars","81","units","0","v54531221","1.1.6.12","3267","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Household operations","Dollars","81","units","0","v54531221","1.1.6.12","3489","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Household operations","Dollars","81","units","0","v54531221","1.1.6.12","3784","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Communications","Dollars","81","units","0","v54531222","1.1.6.13","1496","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Communications","Dollars","81","units","0","v54531222","1.1.6.13","1560","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Communications","Dollars","81","units","0","v54531222","1.1.6.13","1661","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Communications","Dollars","81","units","0","v54531222","1.1.6.13","1903","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Household furnishings and equipment","Dollars","81","units","0","v54531223","1.1.6.14","1408","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Household furnishings and equipment","Dollars","81","units","0","v54531223","1.1.6.14","1545","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Household furnishings and equipment","Dollars","81","units","0","v54531223","1.1.6.14","1575","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Household furnishings and equipment","Dollars","81","units","0","v54531223","1.1.6.14","1711","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Household furnishings","Dollars","81","units","0","v54531224","1.1.6.15","495","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Household furnishings","Dollars","81","units","0","v54531224","1.1.6.15","582","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Household furnishings","Dollars","81","units","0","v54531224","1.1.6.15","539","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Household furnishings","Dollars","81","units","0","v54531224","1.1.6.15","715","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Household equipment","Dollars","81","units","0","v54531225","1.1.6.16","784","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Household equipment","Dollars","81","units","0","v54531225","1.1.6.16","790","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Household equipment","Dollars","81","units","0","v54531225","1.1.6.16","843","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Household equipment","Dollars","81","units","0","v54531225","1.1.6.16","847","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Household appliances","Dollars","81","units","0","v54531226","1.1.6.17","336","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Household appliances","Dollars","81","units","0","v54531226","1.1.6.17","368","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Household appliances","Dollars","81","units","0","v54531226","1.1.6.17","387","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Household appliances","Dollars","81","units","0","v54531226","1.1.6.17","370","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Clothing and accessories","Dollars","81","units","0","v54531227","1.1.6.18","1748","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Clothing and accessories","Dollars","81","units","0","v54531227","1.1.6.18","1831","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Clothing and accessories","Dollars","81","units","0","v54531227","1.1.6.18","1852","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Clothing and accessories","Dollars","81","units","0","v54531227","1.1.6.18","1891","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Transportation","Dollars","81","units","0","v54531232","1.1.6.23","7443","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Transportation","Dollars","81","units","0","v54531232","1.1.6.23","7830","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Transportation","Dollars","81","units","0","v54531232","1.1.6.23","7992","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Transportation","Dollars","81","units","0","v54531232","1.1.6.23","7803","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Private transportation","Dollars","81","units","0","v54531233","1.1.6.24","6711","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Private transportation","Dollars","81","units","0","v54531233","1.1.6.24","7019","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Private transportation","Dollars","81","units","0","v54531233","1.1.6.24","7244","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Private transportation","Dollars","81","units","0","v54531233","1.1.6.24","7047","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Public transportation","Dollars","81","units","0","v54531234","1.1.6.25","731","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Public transportation","Dollars","81","units","0","v54531234","1.1.6.25","810","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Public transportation","Dollars","81","units","0","v54531234","1.1.6.25","747","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Public transportation","Dollars","81","units","0","v54531234","1.1.6.25","756","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Health care","Dollars","81","units","0","v54531235","1.1.6.26","2558","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Health care","Dollars","81","units","0","v54531235","1.1.6.26","2783","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Health care","Dollars","81","units","0","v54531235","1.1.6.26","2970","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Health care","Dollars","81","units","0","v54531235","1.1.6.26","3160","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Direct health care costs to household","Dollars","81","units","0","v54531236","1.1.6.27","2038","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Direct health care costs to household","Dollars","81","units","0","v54531236","1.1.6.27","2261","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Direct health care costs to household","Dollars","81","units","0","v54531236","1.1.6.27","2389","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Direct health care costs to household","Dollars","81","units","0","v54531236","1.1.6.27","2489","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Personal care","Dollars","81","units","0","v54531238","1.1.6.29","958","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Personal care","Dollars","81","units","0","v54531238","1.1.6.29","987","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Personal care","Dollars","81","units","0","v54531238","1.1.6.29","973","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Personal care","Dollars","81","units","0","v54531238","1.1.6.29","1060","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreation","Dollars","81","units","0","v54531239","1.1.6.30","2748","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreation","Dollars","81","units","0","v54531239","1.1.6.30","2965","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreation","Dollars","81","units","0","v54531239","1.1.6.30","3147","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreation","Dollars","81","units","0","v54531239","1.1.6.30","3480","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational equipment and related services","Dollars","81","units","0","v54531240","1.1.6.31","488","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational equipment and related services","Dollars","81","units","0","v54531240","1.1.6.31","447","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational equipment and related services","Dollars","81","units","0","v54531240","1.1.6.31","482","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational equipment and related services","Dollars","81","units","0","v54531240","1.1.6.31","604","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Home entertainment equipment and services","Dollars","81","units","0","v54531241","1.1.6.32","140","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Home entertainment equipment and services","Dollars","81","units","0","v54531241","1.1.6.32","109","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Home entertainment equipment and services","Dollars","81","units","0","v54531241","1.1.6.32","139","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Home entertainment equipment and services","Dollars","81","units","0","v54531241","1.1.6.32","118","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational services","Dollars","81","units","0","v54531242","1.1.6.33","1869","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational services","Dollars","81","units","0","v54531242","1.1.6.33","1987","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational services","Dollars","81","units","0","v54531242","1.1.6.33","2272","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational services","Dollars","81","units","0","v54531242","1.1.6.33","2317","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational vehicles and associated services","Dollars","81","units","0","v54531243","1.1.6.34","251","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational vehicles and associated services","Dollars","81","units","0","v54531243","1.1.6.34","","F","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational vehicles and associated services","Dollars","81","units","0","v54531243","1.1.6.34","253","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Recreational vehicles and associated services","Dollars","81","units","0","v54531243","1.1.6.34","441","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Education","Dollars","81","units","0","v54531244","1.1.6.35","278","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Education","Dollars","81","units","0","v54531244","1.1.6.35","316","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Education","Dollars","81","units","0","v54531244","1.1.6.35","389","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Education","Dollars","81","units","0","v54531244","1.1.6.35","224","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Reading materials and other printed matter","Dollars","81","units","0","v54531245","1.1.6.36","169","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Reading materials and other printed matter","Dollars","81","units","0","v54531245","1.1.6.36","155","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Reading materials and other printed matter","Dollars","81","units","0","v54531245","1.1.6.36","179","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Reading materials and other printed matter","Dollars","81","units","0","v54531245","1.1.6.36","186","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Tobacco products, alcoholic beverages and cannabis for non-medical use","Dollars","81","units","0","v1234868329","1.1.6.359","1322","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531246","1.1.6.37","865","","","t","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531246","1.1.6.37","909","","","t","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531246","1.1.6.37","1133","","","t","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Games of chance","Dollars","81","units","0","v54531247","1.1.6.38","218","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Games of chance","Dollars","81","units","0","v54531247","1.1.6.38","314","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Games of chance","Dollars","81","units","0","v54531247","1.1.6.38","252","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Games of chance","Dollars","81","units","0","v54531247","1.1.6.38","251","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Miscellaneous expenditures","Dollars","81","units","0","v54531248","1.1.6.39","1597","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Miscellaneous expenditures","Dollars","81","units","0","v54531248","1.1.6.39","1622","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Miscellaneous expenditures","Dollars","81","units","0","v54531248","1.1.6.39","1661","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Miscellaneous expenditures","Dollars","81","units","0","v54531248","1.1.6.39","1506","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Income taxes","Dollars","81","units","0","v54531249","1.1.6.40","9400","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Income taxes","Dollars","81","units","0","v54531249","1.1.6.40","10055","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Income taxes","Dollars","81","units","0","v54531249","1.1.6.40","9450","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Income taxes","Dollars","81","units","0","v54531249","1.1.6.40","11018","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531250","1.1.6.41","1240","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531250","1.1.6.41","1442","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531250","1.1.6.41","1384","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531250","1.1.6.41","1561","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","65 years and over","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531251","1.1.6.42","2608","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","65 years and over","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531251","1.1.6.42","2745","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","65 years and over","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531251","1.1.6.42","3458","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","65 years and over","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531251","1.1.6.42","3429","","","","0"


